inst_id	text	Security: personal
A22475	We should legalize cannabis because legalizing it would eliminate the black market for cannabis and will also free up prisons of people who are arrested and sentenced for cannabis possession.	0
A22476	We not should limit judicial activism because many laws need to change with the times and a judge is in a better position than our elected officials to accurately and fairly review those laws.	0
A22477	We not should subsidize embryonic stem cell research because embryonic stem cell research is murder	0
A22478	We should limit judicial activism because we should limit it, laws should not be changed for special circumstances	0
A22480	We not should subsidize embryonic stem cell research because stem cell research is seen as unethical  and wrong by many religions	0
A22481	We should abolish the Olympic Games because since it puts a huge financial strain on the hosting country. much money is spent on infrastructure that can be abandoned after the games are over.	1
A22483	We should adopt atheism because because it gives the freedom from being bound by a religion and their rules	0
A22484	We should prohibit school prayer because prayer should be not done in school, children are in school to learn	0
A22485	We should stop the development of autonomous cars because no autonomous car will every be able to make complex judgement calls the way a human can.	1
A22486	We should adopt gender-neutral language because because gender-neutral language can improve women's status in society	1
A22487	We not should ban telemarketing because no, it would eliminate way to many jobs.	1
A22488	We should subsidize Wikipedia because wikipedia provides an endless amount of information right at our fingertips.	0
A22490	We should end the use of economic sanctions because we should end the usage of economic sanctions because it is incredibly cruel to the citizens of the country being sanctioned, especially the poor. sanctions don't necessarily stop wars either.	0
A22491	We should ban telemarketing because telemarketing is annoying at best and an invasion of privacy at its worst.	1
A22492	We should legalize organ trade because organs are a form of property and people should be allowed to sell their property if they want to.	1
A22493	We should abolish zoos because zoos are an outdated and cruel form of entertainment that enslaves captured animals and leaves them in climates they are often not suited to.	1
A22495	We should subsidize journalism because i believe the government should help pay for journalism because it would allow for better coverage of news events, and help pay the high costs of filming.	1
A22496	We not should abolish capital punishment because capital punishment for the most violent crimes is acceptable because it costs thousands of dollars to keep a prisoner incarcerated for life.	1
A22498	We should adopt libertarianism because it is an interesting concept that even though it hasn't caused much impact yet could possibly be a happy medium between the two existing parties and should be considered.	1
A22499	We should ban factory farming because factory farming is unethical and produces meat that is not healthy for anyone to eat.	1
A22500	We should abandon the use of school uniform because school uniforms are unflattering, uncomfortable, and expensive.	1
A23001	We should ban private military companies because the do not abide by the same rules and regulations of a government run military and need to be banned.	0
A23002	We not should abolish zoos because we should not abolish zoos because it makes it so people can see animals that they may not otherwise be able to see due to their location.	0
A23003	We not should adopt a multi-party system because they can lead to too much indecision	0
A23006	We not should abolish the Olympic Games because the olympic games should not be abolished as they bring the world together to see outstanding sport and encouges young people to take up sport andd strive for success	1
A23007	We should limit judicial activism because judicial activism provides a limited view of procedure	0
A23008	We not should legalize organ trade because the organ trade should not be legalized as it would invariably lead to targeting of the most vulnerable and least affluent of society.	1
A23009	We should ban the use of child actors because child actors are for the most part thrown into a role they do not wish to be in, while their parents pocket the gains.	0
A23010	We not should ban whaling because whaling is part of the culture of various indigenous population and should be allowed for the purpose of maintaining this tradition and way of life and sustenance, among other uses of a whale.	0
A23012	We not should ban the Church of Scientology because we cannot ban any church, people must be free to believe in whatever religion they choose. this is a fundamental right.	1
A23016	We not should abolish the right to keep and bear arms because everyone should be able to bear arms in order to protect themselves, their homes and their families.	0
A23017	We should adopt libertarianism because because it gives citizens more freedom to live their live how they want	1
A23018	We should fight for the abolition of nuclear weapons because nuclear weapons should be abolished because it brings us one step closer to a nuclear war	0
A23019	We should subsidize embryonic stem cell research because this research will lead to many developments in the treating and curing of a variety of diseases.	1
A23021	We should legalize sex selection because we should be able to choose the sex we wish to have.	0
A23022	We not should ban targeted killing because targeted killing allows for elimination of a severe and dangerous threat to a country, with minimal collateral damage and should be continued	0
A23023	We not should prohibit school prayer because we should not prohibit the right to pray in schools, children can opt out if they wish so prohibiting it simply unnecessarily removes the rights of those who want to participate.	0
A23024	We should ban algorithmic trading because algorithmic trading is unfair to the market	0
A23025	We should abolish intellectual property rights because because it discourages new ideas.	0
A23026	We should abolish the Olympic Games because the olympic games is now redundant as a sporting competition because there are so many professional competitions for sports.	0
A23027	We not should end the use of economic sanctions because you shouldn't have to share what you have with other places who do things that are against your country's beliefs.	0
A23028	We should adopt a zero-tolerance policy in schools because this would show that schools are serious about stamping out bullying and bad behavior. too many people get away with bad things because schools are scared to punish them.	0
A23029	We should abolish the three-strikes laws because we should get rid of the three-strikes law since it hasn't shown to be effective in deterring crime.	0
A23030	We should limit executive compensation because workers would be more motivated to do a good job if they were compensated more instead of giving the executives so much	0
A23031	We should subsidize space exploration because many of the technological advances brought about by space exploration have eventual benefits for society in general.	1
A23032	We should abolish safe spaces because because because they are used to silence legitimate viewpoints.	1
A23035	We should adopt gender-neutral language because to make sure everyone is included	1
A23036	We should limit executive compensation because executive compensation is abuse of unregulated capitalism and concentrates wealth into a very small number of people.	0
A23037	We not should legalize cannabis because cannabis can lead to experimentation with more dangerous drugs.  legalizing it would make it easier for youth to acquire.	1
A23038	We should subsidize student loans because subsidizing student loans lets the students work in their classes not at jobs to pay for their education	1
A23040	We not should ban human cloning because human cloning can aid in research for medical issues as well as preserving the continuation of humankind.	1
A23041	We not should ban the Church of Scientology because freedom of association is protected by the first amendment	1
A23042	We not should subsidize student loans because students should pay for their own education; it isn't fair that everyone has to pay for education through tax regardless of whether they use it.	0
A23044	We not should subsidize Wikipedia because paying wikipedia to do what they intend to do can result in being untruthful and bias	0
A23045	We should ban telemarketing because telemarketing should be banned because it is just plain annoying.  if someone really wants a product they will go buy it and not wait for someone to call them about it.	0
A23047	We should abolish intellectual property rights because intellectual properties allow large corporations to have monopolies over their products and restrict the free market.	0
A23050	We not should cancel pride parades because pride parades offer a sense of community and support.	1
A23053	We should abolish safe spaces because safe spaces create an echo chamber where only currently accepted ideas are allowed to be spoken and any dissent is blocked out, preventing change and growth.	0
A23056	We not should introduce compulsory voting because people being forced to vote when they don't wish to will distort the results with unresearched and made-up candidates that they begrudgingly vote for.	0
A23057	We not should subsidize student loans because student loans can be expensive and put young people in debt	1
A23058	We not should legalize organ trade because we should not legalize the organ trade as this will just monetize the transaction and people may feel they have to do live donations just to get some money.	1
A23060	We should ban algorithmic trading because algorithmic trading will destroy traditional trading occupations.	1
A23062	We not should adopt libertarianism because there is much greater wealth disparity in a libertarian society.	1
A23063	We should end the use of economic sanctions because economic sanctions have little effect when power is concentrated to an individual like a dictator, because the dictator doesn't care about the suffering of their people.	1
A23064	We should abolish the right to keep and bear arms because . that law was established before guns became deadly machines.	1
A23065	We not should end mandatory retirement because we should not end mandatory retirement because it opens up positions for young people who otherwise could never begin their career.	1
A23066	We not should prohibit school prayer because school prayer unites children and teachers together	1
A23067	We should abolish the three-strikes laws because three strikes laws lack nuance and fail to evaluate circumstances around crimes committed.	0
A23068	We should end the use of economic sanctions because because they rarely achieve their desired aims while causing unitended harm to large number of people	1
A23069	We not should abandon the use of school uniform because school uniforms keep the distraction of clothing choice comparison from affecting the education of the children negatively.	1
A23071	We not should stop the development of autonomous cars because autonomous cars can help those without the capability of driving be able to have consistent transportation when they don't otherwise.	1
A23072	We should stop the development of autonomous cars because autonomous cars could easily cause an accident or result in death if there is a system malfunction.	0
A23073	We should adopt atheism because atheism would take away religious hatred and wars which have caused a huge amount of damage throughout history.	1
A23074	We should abolish capital punishment because being killed by lethal injection or being electrocuted is not always smooth and painless, sometimes it causes a painful death	0
A23076	We should adopt gender-neutral language because because it will make communication easier between genders	1
A23077	We should abolish zoos because zoos ought to be abolished because they are essentially prisons for these wild animals who often become aggressive	1
A23078	We should legalize cannabis because cannabis legalization is a lucrative revenue source	0
A23079	We should ban whaling because whales need to be protected before they are endangered.	0
A23080	We not should abandon the use of school uniform because school uniforms show pride and community and provide fewer distractions from learning.	1
A23081	We not should ban cosmetic surgery because people should have the right to choose what they want to do to their body.	0
A23082	We not should legalize organ trade because by allowing the organ trade the poorest of society will resort to selling body parts just to survive which will harm them in the end.	1
A23083	We not should abolish the three-strikes laws because criminals are bound to repeat themselves, and with increasing risk. the three strikes law would punish those criminals accordingly.	0
A23084	We not should abolish the Olympic Games because the olympic games provide employment of many people and are entertaining	1
A23085	We should legalize prostitution because some women need the income to provide for their children and themselves	1
A23086	We should adopt a multi-party system because a poll shows that more than 90% of the people are in support of a multi-party system in the usa.	1
A23090	We should end mandatory retirement because people should be allowed to retire when they are ready	0
A23093	We should subsidize Wikipedia because it is the go to encyclopedia and should be of the highest quality possible	0
A23096	We should abandon the use of school uniform because school unifoorm creates a sense of community and takes away some aspects that can lead to bullying	1
A23099	We should abolish intellectual property rights because intellectual property rights are unhelpful to companies who want to copy other people's ideas	0
A23100	We should ban whaling because whaling has devastating effects on the entire ocean ecosystem.	0
A23101	We should stop the development of autonomous cars because autonomous cars will  destroy millions of jobs of truck and taxi drivers.	1
A23105	We not should abandon the use of school uniform because a school uniform levels the field for poor, rich, fashionable and not, so all students arrive to school as equals, able to fit in and better integrate	1
A23106	We not should oppose collectivism because collectivism can achieve more than other forms of societal structure	1
A23108	We not should abolish zoos because zoos help to protect endangered animals.	0
A23111	We should adopt atheism because there is no actual proof that god exists.  it is all stories passed down no matter which religion.  atheism would stop the fighting over  which religion is superior.	0
A23112	We should legalize sex selection because as it is a parents right to choose and many families may want a girl after many boys and so sex selection will help ensure a wanted pregnancy.	0
A23113	We not should ban human cloning because we should not ban human cloning because this will lessen our chances for finding cures to the some of the most deadly diseases such as cancer and dementia	1
A23114	We should ban private military companies because private military companies only exist to continue and profit from warfare. their operations are immoral and unlawful.	0
A23115	We not should ban algorithmic trading because the digitization of the sector raises the field of action of information. as computer models and algorithmic programs	0
A23117	We not should legalize prostitution because prostitution is immoral and goes against all the values ​​of a decent society	0
A23118	We should ban missionary work because missionary work is a waste of time and should be completely banned.	0
A23119	We should legalize sex selection because people should be allowed to pick the sex of their baby, only they know what's best for their child and what kind of life they'll have	0
A23121	We not should ban whaling because if a county wants to hunt and kill whales they should be allowed to do so	0
A23122	We should abolish the three-strikes laws because the three-strikes law is unfair to those whose crimes are minimal verses those whose crimes are very bad.	0
A23124	We not should abandon the use of school uniform because school uniforms can prevent bullying due to economic background and appearance.	1
A23125	We not should adopt an austerity regime because i am against this because an austerity regime increase tax which decreases the economy and would ruin our country financially.	1
A23126	We should ban telemarketing because telemarketing is harassment. people who did not consent to contact are bombarded by calls from strangers. it's long past time to do away with telemarketing.	0
A23128	We should ban the use of child actors because too many child actors can't handle the pressure and end up turning to drugs and other crimes to cope.	1
A23129	We not should abolish the right to keep and bear arms because if the right to keep and bear arms were abolished would be taking away another fundamental right of americans and this cannot happen.	0
A23130	We should cancel pride parades because pride parades send the wrong message to young  children.	0
A23132	We not should limit executive compensation because executives who run huge profitable companies that employ many people should be highly compensated for doing so	0
A23133	We should abolish the Olympic Games because the olympic games have become prohibitively expensive to host. it is not worth spending billions for an event that is two weeks long.	1
A23134	We not should abolish capital punishment because capital punishment disincentives people to commit crimes	0
A23135	We not should introduce compulsory voting because compulsory voting violates our rights.	0
A23137	We should subsidize Wikipedia because wikipedia is an invaluable space for knowledge and should be preserved	0
A23140	We should limit judicial activism because judicial activism should be limited as there should be enough statutes of law to allow for most situations and fixed punishments are more acceptable than an individuals response to a case.	0
A23142	We should ban algorithmic trading because algorithmic trading is unfair to investors who are trying to invest hard earned money as a second income	1
A23143	We not should ban targeted killing because targeted killing is a tool to prevent mass injuries by taking out one particular target	0
A23144	We not should ban factory farming because factory farming is an efficient way to produce cheap food for the masses.	1
A23146	We should cancel pride parades because because they entice people who oppose that ideology to cause riots and disrupt the general peace of citizens.	1
A23147	We not should ban factory farming because factory farming is a cost effective method of food production which allows everyone to access expensive foods at a better price	1
A23148	We not should limit executive compensation because we shouldn't limit executive compensation. the whole point of becoming an executive is working up the ladder for years in order to receive the six figure salary and lucrative bonuses.	0
A23149	We not should prohibit school prayer because school prayer should be viewed as espousing human ideals of love and tolerance, free from tethering to one particular religion, and is such is a valuable message to be promoting.	0
A23150	We not should abolish safe spaces because if people need somewhere safe they should be able to have it	1
A23152	We should adopt libertarianism because the government interferes in citizen's lives too much already	0
A23157	We not should subsidize journalism because journalism is a profession and does not need subsidizing as students can pay for themselves to learn and then be recompensed by getting a paid job.	1
A23158	We should introduce compulsory voting because voting is so important. voter turnout would be much higher if compulsory voting was introduced.	0
A23161	We should abolish zoos because zoo's house animals in small enclosures and exploit them for profit.	0
A23167	We not should subsidize embryonic stem cell research because embryonic stem cell research are using human eggs to grow in a lab.  these eggs could have been humans.  we are trying to play god and going beyond human rights.	0
A23169	We not should ban factory farming because we cannot ban things just because you don't like them. factory farms help get the most food per acre.	0
A23170	We should subsidize Wikipedia because wikipedia is a valuable common resource that need  more money to work better	0
A23171	We not should adopt atheism because the right to practice religion is a personal freedom that cannot be taken away as it is a source of comfort to many.	1
A23172	We should adopt a zero-tolerance policy in schools because zero-tolerance policies provide a safe space	1
A23173	We should ban cosmetic surgery because cosmetic surgery is a frivolous waste of resources and should be banned. it takes medical time away from those  in need. cosmetic surgery promotes vanity and self absorption.	0
A23174	We not should legalize sex selection because sex selection goes against laws of nature and religion	0
A23175	We not should ban algorithmic trading because algorithmic trading makes it easier to stay ahead in the market and not get blindsided by a sudden crash.	0
A23177	We not should ban the use of child actors because children should be allowed to work in performing arts or professional sports, a ban does not make sense, nothing bad is being done	0
A23178	We should abolish safe spaces because because universities and other public spaces have an obligation not to place limits on speech, even if it comes from a good place.	0
A23179	We should ban missionary work because missionary work often only benefits the missionary.  those that are targeted are often left worse off after the missionary leaves, having been given a taste of first world things then left to rot	0
A23181	We not should abolish the three-strikes laws because repeat offenders need to be punished severely.	0
A23182	We not should abolish zoos because animals can live comfortably in zoo's compared to other animals losing their homes because of human actions	0
A23186	We not should limit executive compensation because executives put more of their time, effort and life to put their company at the top. This effort really merits to be recognized. Only through a high compensation is their efforts be recognized	0
A23187	We not should subsidize journalism because subsidization would cause biased reporting	0
A23190	We not should prohibit school prayer because the period of calm reflection that occurs during school prayer helps to promote a good atmosphere for study and learning	0
A23193	We should adopt an austerity regime because an austerity regime can help lower debt throughout the country	1
A23195	We not should ban factory farming because factory farming provides a faster mass production of food and gives us a way to feed more people than we would if we banned it. there will be less hunger in the world so we shouldn't ban it.	1
A23196	We should legalize organ trade because we should legalize the organ trade so that operations are performed safely by licensed physicians in hospitals.	1
A23197	We should stop the development of autonomous cars because autonomous cars should not be produced as they are dangerous and risky.	0
A23198	We not should subsidize journalism because unchecked journalism can lead to biases, paid content, and sow seeds of distrust in the media.	0
A23200	We should ban fast food because fast food contributed to the obesity problem in the us	1
A23201	We not should limit judicial activism because sometimes politics becomes so corrupt and untenable, that the only way to make change in the country is through judicial activism.	0
A23202	We should stop the development of autonomous cars because autonomous cars are not road worthy will cause more accidents due to the cars programing unable to anticipate human decisions	1
A23203	We should abolish the right to keep and bear arms because the average person has no reason to need a firearm, and most people aren't competent enough to be trusted with something so dangerous.	0
A23204	We not should fight for the abolition of nuclear weapons because nuclear weapons are effective in creating a stand-off between counties that have them. this can result in less people dying.	0
A23206	We not should abolish capital punishment because capital punishment incentivizes criminals to work with and confess to police as a means of potentially reducing their sentence and avoiding death, even if ti means life without parole.	0
A23207	We not should adopt atheism because we shouldn't adopt atheism because it will lead to most hostile arguments against the religious trying to shove their belief down your throat	0
A23210	We not should ban missionary work because we should not ban missionary work because otherwise, people would not know what the bible means. they may not ever be exposed to the information at all if there were not missionaries.	0
A23211	We should ban targeted killing because as it is too harsh on the persons involved, put them all in a specialist jail and make them earn forgiveness	0
A23212	We not should legalize cannabis because cannabis can impair drivers and cause accidents.	0
A23214	We not should abolish the Olympic Games because the olympics are a positive  athletic contest which builds pride in a country and promotes cooperation among all participating countries. they are a goodwill ambassador for the world and should remain.	1
A23215	We should ban cosmetic surgery because cosmetic surgery is dangerous to start with, why should people make such risky moves for vanitys sake?	1
A23217	We not should limit executive compensation because executives earned the right to make that much due to training, schooling and fighting their way to the top.	0
A23218	We should ban the use of child actors because because it strips them of childhood, let them be children and play and mess around	0
A23219	We should adopt atheism because there are a lot of religions that take advantage of people. atheism eliminates that from happening.	1
A23221	We should adopt a multi-party system because this would possibly eliminate the war between democrats and republicans.	0
A23223	We not should abolish the right to keep and bear arms because the right to keep and bear arms is a constitutional right and provides comfort and safety for families who use them responsibly.	0
A23225	We not should ban targeted killing because we shouldn't ban targeted killing because it helps the government put down extremely dangerous criminals	0
A23226	We should abandon the use of school uniform because school uniforms place an unneeded financial burden on parents that are already paying large sums for private schools besides the fact that dress clothes are uncomfortable and add distraction to learning.	1
A23227	We not should subsidize journalism because subsidised journalism leaves us at risk of governmental interference in the news we are allowed to see.	0
A23228	We should legalize cannabis because the war on drugs has not stopped people from using cannabis.	0
A23229	We should abolish the three-strikes laws because because they introduce arbitrary punishment for some crimes over others, when the action was the same.	0
A23230	We not should adopt a zero-tolerance policy in schools because in many cases punishment does not match crime	0
A23232	We not should end mandatory retirement because mandatory retirement allows for youger generations to enter the workplace	0
A23233	We not should subsidize space exploration because space exploration is a waste of time and money and we should focus on sustaining earth	1
A23236	We should ban cosmetic surgery for minors because minors don't have the forethought and capacity to make decisions about permanent procedures. they cant fully think through the consequences of plastic surgery. many may end up regretting it.	1
A23237	We should adopt an austerity regime because as a last ditch effort the government should be allowed to cut programs and spending to stabilize the economy to prevent failing.	1
A23238	We not should ban the Church of Scientology because people are free to practice any religion they want	0
A23240	We should subsidize student loans because the new generations need the opportunity to advance in their preparation, that is why if they do not have the means and the state does not provide free education then it should promote means such as loans.	1
A23242	We should adopt a zero-tolerance policy in schools because zero-tolerance policy works- Think of schools three decades ago, when the policy was prevalent. As a result children were obedient and disciplined, as opposed to students' behaviour  today, using moderd soft approaches in schools.	0
A23243	We not should cancel pride parades because pride parade has become a symbol of freedom and embracing difference for everyone, not just the LGBT community	1
A23246	We should limit executive compensation because because the money should be put to better use such as medical	1
A23247	We should legalize organ trade because at this time many people are dying because they do not get an organ transplant. organ trade would incentivize people to be more prepared to have their relatives organs transplanted to save others	1
A23248	We should ban cosmetic surgery because cosmetic surgery is unnecessary and does not provide health benefits	1
A23251	We should limit judicial activism because judicial activism is dangerous in that it allows for personal opinion to possibly get in the way of true justice.  personal opinion clouding what is law should not be allowed.	0
A23253	We should limit judicial activism because judges are to base decisions on the laws of the country not on their personal beliefs.  when a judge puts his bias to a case it can change laws and not support the rights of the individual.	0
A23255	We should end the use of economic sanctions because economic sanctions are not effective.	0
A23258	We not should abolish capital punishment because some crimes are so despicable that death is the only appropriate punishment	0
A23259	We not should ban cosmetic surgery because we should not ban cosmetic surgery because some people need it done to improve their health and lifestyle	1
A23260	We should subsidize journalism because jounalism is extremely important to the general public.	0
A23261	We should subsidize embryonic stem cell research because embryonic stem cell research is important in finding cures.	0
A23263	We not should abolish the Olympic Games because olympic games is one way to show unity	1
A23264	We should adopt gender-neutral language because it is so hard when talking about a group of people to choose whether to use he or she, him or her, or give up and say they and them.  having a gender neutral language would end this problem.	1
A23268	We should introduce compulsory voting because compulsory voting would increase political activism	1
A23271	We not should abolish the right to keep and bear arms because we should keep the right to keep and bear arms to protect ourselves from dangerous situations and to keep our homes and our families safe.	0
A23272	We should prohibit school prayer because this breaks the separation between church and state and has got to stop.	0
A23273	We should end mandatory retirement because older workers have more experience and expertise than young workers.	0
A23274	We should fight for the abolition of nuclear weapons because nuclear weapons shouldn't exist and if used erroneously could destroy the planet	0
A23277	We not should abolish safe spaces because people with mental illnesses should have a safe place to get away from potential triggers.	1
A23278	We should subsidize embryonic stem cell research because embryonic stem cell research could help us find new solutions to health problems	1
A23279	We should adopt libertarianism because because individuals know their own best interests better than any third party.	0
A23282	We not should subsidize Wikipedia because wikipedia is too vulnerable to manipulation to be considered a trusted source.	0
A23283	We should end mandatory retirement because older employees have a wealth of knowledge and experience and forcing them to retire could put a company's productivity at risk.	0
A23284	We should abolish capital punishment because capital punishment is inhumane as all life is precious and we should be the better man to spare and forgive the offenders	0
A23286	We not should abandon the use of school uniform because we should not abandon the use of school uniforms because it helps to create a fair and even playing field between students who are rich and poor alike.	1
A23287	We not should abolish safe spaces because we adhere to these principles and these spaces to guarantee behaviors that make us feel safe, therefore safe spaces should not be abolished	1
A23288	We should subsidize embryonic stem cell research because embryonic stem cell research is important in helping to cure diseases and defects.	1
A23289	We should abolish intellectual property rights because intellectual property rights don't work.  we see this with piracy websites as well as state actors such as china.  there is no point in holding onto a broken system.	0
A23290	We not should adopt libertarianism because we shouldn't adopt libertarianism because not everyone seems to think about things in the same way, some people have no interest in politics at all	1
A23291	We should ban the Church of Scientology because scientology is a cult that brainwashes people	0
A23292	We not should ban cosmetic surgery because facial surgery is a common reconstruction for people who get involved in car accidents. cosmetic surgeries is the only solution for them to recover their face they destroyed in the accident	1
A23294	We not should ban fast food because there is no need to ban fast food because there are some fairly healthy options to choose from. it's up to people to make smarter decisions about their food and their future health	1
A23295	We not should legalize cannabis because it would lead to more crimes and trouble	0
A23296	We should ban private military companies because private military companies should be banned as they are not obliged to follow the strict rules of engagement that the military must which results in abuse of civilians.	0
A23300	We should ban whaling because because it is a cruel way of killing a whale and causes great suffering and could cause the extinction of some species of whales.	0
A23301	We not should end mandatory retirement because we should not end mandatory retirement because it opens up positions to women, people of color, and immigrants who were not able to take those jobs due to past discrimination.	1
A23302	We not should ban targeted killing because targeted killing will prevent further havoc by the perpetrator	0
A23303	We not should ban fast food because fast food is itself not harmful but it is the number of times it is eaten and the quantity that is unhealthy	1
A23305	We not should adopt an austerity regime because we should not  adopt an austerity regime because it will harm a good process.	0
A23306	We should end the use of economic sanctions because economic sanctions end up hurting ordinary people more than the targeted governments	1
A23307	We not should adopt a multi-party system because more parties will create a more convoluted political system	1
A23308	We should subsidize space exploration because space exploration should be subsidized because the information learned from it could provide useful to our planet.	0
A23309	We should ban cosmetic surgery for minors because minors are not mature enough to make such life altering decisions	0
A23310	We should stop the development of autonomous cars because these cars are too unpredictable and unsafe	0
A23311	We not should subsidize embryonic stem cell research because the cells used in stem cell research come from the murdering, harvesting, and selling of babies, all of which are highly immoral.	0
A23314	We not should ban cosmetic surgery for minors because bullying and insecurities are rampant in a teenagers world. it has very serious effects. if a little bit of plastic surgery would solve this, it should be allowed. it's worth it to prevent major emotional pain.	1
A23315	We should ban private military companies because the military is the last thing that should be profit driven, reliance on such companies can invoke catastrophe.	0
A23316	We should subsidize student loans because student loans take many years to pay off and if we don't subsidize there will be less students willing to go to college.	1
A23317	We should legalize organ trade because if it was legal to trade organs more lives could be saved.	1
A23318	We should ban the use of child actors because children do not have sufficient autonomy to make decisions about careers, they should be protected from over directing parents and hence the use of child actors should be banned.	0
A23319	We not should cancel pride parades because we should not cancel pride parades as they provide a great focal point to celebrate and help others to understand the diversity of society.	1
A23320	We should abolish capital punishment because the capital punishment is a setback of the current civilization	0
A23322	We not should ban telemarketing because it is time saving. You can reach a large number prospects much faster than a sales representative on foot.	0
A23325	We not should oppose collectivism because we should support collectivism because it leads to more investment in the community and more growth in the long term.	0
A23327	We not should adopt a multi-party system because multi-party systems lead to more corruption and wasted campaign dollars.	0
A23331	We should subsidize student loans because we should subsidize students loans so that more kids can get a better education, they are the future after all and we will need doctors, engineers, scientists, etc.	1
A23332	We should ban human cloning because there has to be a limit on what science can ethically do and human cloning is a step too far and should be banned for fear of this science being missued.	0
A23333	We should abolish the Olympic Games because the games serve no positive purpose. there are world games and high level competitions in most sports which make the olympics obsolete. they are also a financial albatross to the country that holds them.	1
A23334	We not should introduce compulsory voting because people would be forced to vote for something even if they didn't believe it was right.	0
A23336	We not should cancel pride parades because pride parades are important demonstrations for equal rights	1
A23338	We not should adopt gender-neutral language because we should not adopt this, it would be confusing to young children. the way we've done things still works and there's no need to change it.	0
A23339	We not should fight for the abolition of nuclear weapons because the threat of nuclear weapons can keep some of the more radical governments in check.	0
A23340	We not should abandon the use of school uniform because the uniforms break the class barriers between the students and allow a fairer treatment for all.	1
A23341	We not should legalize sex selection because sex selection should not be legalized as it is counter to biblical teachings	0
A23345	We should subsidize space exploration because space exploration is needed to further our nations scientific knowledge. it should be supported by government. there is no profit in it but is vital to our nation and should be undertaken with public dollars.	0
A23349	We should adopt gender-neutral language because so we have a word to use instead of he/she, his/her, etc. for gender fluid people who he/she, his her, etc. aren't accurate.	1
A23350	We should abolish intellectual property rights because because it create more laws from the copyrights and keeping it protected	0
A23351	We should abolish safe spaces because safe spaces must be abolished because they contribute to the insecurity of minorities. they do not attack the problem of violence and discrimination	1
A23352	We not should legalize organ trade because if organ trade were legal. more people would do it to make money.	0
A23353	We should ban telemarketing because telemarketing is intrusive and unhelpful	1
A23354	We not should legalize organ trade because the organ trade will mainly use poorer people to provide organs for the rich.	0
A23356	We should legalize sex selection because because i think people should be able to pick if they want their child to be a boy or a girl	0
A23360	We not should abolish intellectual property rights because intellectual property rights protect someone's research and hard work ensuring that they can be recognized and recompensed for their efforts.	0
A23363	We should fight for the abolition of nuclear weapons because nuclear weapons are expensive to maintain	1
A23364	We not should ban the use of child actors because i think the we shouldn't ban the use of child actors because is good for thier cultural formation	1
A23366	We should abolish intellectual property rights because we should have free and open discourse of all ideas.  intellectual property prevents this and stunts our collective growth.	0
A23369	We should prohibit school prayer because school is for learning and teaching and anything else apart from that is just wrong.	0
A23371	We not should adopt atheism because people should have the freedom to believe in a way of their choice. atheism forces people to  believe in one way and this is not the principle of freedom  the usa was founded upon.	0
A23373	We not should legalize cannabis because to legalize cannabis would be to tell people that it is safe to use, which is untrue, which would result in many more using it and an epidemic in psychological problems	1
A23374	We should subsidize space exploration because space exploration is needed to see how space can affect us here	0
A23375	We not should adopt gender-neutral language because there is no need for gender-neutral language. someone could be an actress or an actor and can identify as either without changing the language that we use.	0
A23376	We should ban cosmetic surgery for minors because cosmetic surgery is something that is life long.  which is why minors, who's brains are not fully matured yet, don't have the ability to truly make such a decision for themselves.	0
A23377	We not should ban fast food because fast food is okay in moderation and doesn't need to get banned	1
A23378	We should legalize sex selection because it helps to insure that the parents get the gender of the child they want and will love	0
A23381	We should adopt a multi-party system because a multi-party system allows for the airing of more viewpoints and would require politicians to build coalitions and compromise in order to get things accomplished.	1
A23382	We not should subsidize Wikipedia because wikipedia makes enough money on it's own	1
A23383	We should ban the Church of Scientology because the church of scientology indoctrinates people from an early age in a way that has lasting repercussions.	1
A23384	We should abolish the right to keep and bear arms because keeping and bearing arms is dangerous because accidents happen and people could die needlessly.	1
A23386	We not should subsidize space exploration because the space exploration can be private and get money from private funds, why should we keep it?	0
A23388	We not should oppose collectivism because collectivism helps to keep everyone in line since the group can ban anyone that steps out.	1
A23390	We not should legalize prostitution because legalizing prostitution promotes the sex trafficking industry	0
A23391	We should ban cosmetic surgery because a lot of times the physical and emotional after effects of cosmetic surgery defeat the main purpose of getting the surgery.	1
A23392	We not should abolish the three-strikes laws because the three-strikes law gives victims peace of mind that the person who perpetuated a crime against them won't one day return and harm them again.	1
A23393	We should abolish zoos because zoo's are horrid places that keep animals in tiny cages and then charges the public high prices to see them.	0
A23394	We not should cancel pride parades because pride parades should be permitted because all people should be allowed to celebrate what they believe in.	1
A23395	We should subsidize student loans because student loan debt is an enormous pressure on working people, and should be subsidized.	1
A23397	We should abolish the three-strikes laws because they laws don't stop crime, they just punish people harder.	0
A23398	We should ban telemarketing because telemarketing is an irritant, a waste of time,  and gives too many people spam calls which isn't helpful when the person is waiting for  a phone call from a potential employer, etc.	1
